year,month,day,hour,power
2012,1,18,18,948276.0
2012,1,18,19,1022945.0
2012,1,18,20,1013305.0
2012,1,18,21,983772.0
2012,1,18,22,950890.0
2012,1,18,23,857178.0
2012,1,19,00,703472.0
2012,1,19,1,537262.0
2012,1,19,2,452110.0
2012,1,19,3,431095.0
2012,1,19,4,4139.0
2012,1,19,5,394291.0
2012,1,19,6,420563.0
2012,1,19,7,476150.0
2012,1,19,8,590353.0
2012,1,19,9,616191.0
2012,1,19,10,756236.0
2012,1,19,11,846832.0
2012,1,19,12,882903.0
2012,1,19,13,919249.0
2012,1,19,14,913601.0
2012,1,19,15,905413.0
2012,1,19,16,915092.0
2012,1,19,17,927226.0
2012,1,19,18,952507.0
2012,1,19,19,1031129.0
2012,1,19,20,1022367.0
2012,1,19,21,992577.0
2012,1,19,22,961133.0
2012,1,19,23,866597.0
2012,1,20,00,7132.0
2012,1,20,1,562193.0
2012,1,20,2,478154.0
2012,1,20,3,456015.0
2012,1,20,4,436263.0
2012,1,20,5,422863.0
2012,1,20,6,435240.0
2012,1,20,7,490946.0
2012,1,20,8,599747.0
2012,1,20,9,640795.0
2012,1,20,10,765078.0
2012,1,20,11,8536.0
2012,1,20,12,868543.0
2012,1,20,13,892023.0
2012,1,20,14,915573.0
2012,1,20,15,931481.0
2012,1,20,16,933975.0
2012,1,20,17,953208.0
2012,1,20,18,968156.0
2012,1,20,19,1039742.0
2012,1,20,20,1040818.0
2012,1,20,21,1015858.0
2012,1,20,22,975241.0
2012,1,20,23,893542.0
2012,1,21,00,754336.0
2012,1,21,1,573204.0
2012,1,21,2,477233.0
2012,1,21,3,449112.0
2012,1,21,4,414970.0
2012,1,21,5,403157.0
2012,1,21,6,419532.0
2012,1,21,7,477442.0
2012,1,21,8,588018.0
2012,1,21,9,614436.0
2012,1,21,10,758132.0
2012,1,21,11,873087.0
2012,1,21,12,887864.0
2012,1,21,13,909426.0
2012,1,21,14,934745.0
2012,1,21,15,935713.0
2012,1,21,16,944270.0
2012,1,21,17,960240.0
2012,1,21,18,961935.0
2012,1,21,19,1041905.0
2012,1,21,20,1040304.0
2012,1,21,21,14148.0
2012,1,21,22,953372.0
2012,1,21,23,888520.0
2012,1,22,00,753782.0
2012,1,22,1,573136.0
2012,1,22,2,487970.0
2012,1,22,3,465074.0
2012,1,22,4,439848.0
2012,1,22,5,398511.0
2012,1,22,6,414049.0
2012,1,22,7,475751.0
2012,1,22,8,572847.0
2012,1,22,9,589661.0
2012,1,22,10,746070.0
2012,1,22,11,852851.0
2012,1,22,12,876471.0
2012,1,22,13,906852.0
2012,1,22,14,903416.0
2012,1,22,15,898161.0
2012,1,22,16,907863.0
2012,1,22,17,9323.0
2012,1,22,18,938251.0
2012,1,22,19,1015872.0
2012,1,22,20,1013677.0
2012,1,22,21,978751.0
2012,1,22,22,923301.0
2012,1,22,23,831194.0
2012,1,23,00,678733.0
2012,1,23,1,539017.0
2012,1,23,2,449298.0
2012,1,23,3,436828.0
2012,1,23,4,422714.0
2012,1,23,5,407337.0
2012,1,23,6,424545.0
2012,1,23,7,486064.0
2012,1,23,8,586356.0
2012,1,23,9,615263.0
2012,1,23,10,748337.0
2012,1,23,11,841649.0
2012,1,23,12,863885.0
2012,1,23,13,891822.0
2012,1,23,14,921957.0
2012,1,23,15,916061.0
2012,1,23,16,909196.0
2012,1,23,17,923826.0
2012,1,23,18,948907.0
2012,1,23,19,17613.0
2012,1,23,20,1020884.0
2012,1,23,21,990642.0
2012,1,23,22,928274.0
2012,1,23,23,845587.0
2012,1,24,00,711549.0
2012,1,24,1,553947.0
2012,1,24,2,466040.0
2012,1,24,3,449080.0
2012,1,24,4,429880.0
2012,1,24,5,419843.0
2012,1,24,6,439480.0
2012,1,24,7,5473.0
2012,1,24,8,597710.0
2012,1,24,9,625807.0
2012,1,24,10,752021.0
2012,1,24,11,843704.0
2012,1,24,12,858410.0
2012,1,24,13,887417.0
2012,1,24,14,919209.0
2012,1,24,15,907423.0
2012,1,24,16,912217.0
2012,1,24,17,912559.0
2012,1,24,18,945642.0
2012,1,24,19,1015938.0
2012,1,24,20,1016627.0
2012,1,24,21,949758.0
2012,1,24,22,918525.0
2012,1,24,23,855747.0
2012,1,25,00,708747.0
2012,1,25,1,552360.0
2012,1,25,2,462540.0
2012,1,25,3,4463.0
2012,1,25,4,426261.0
2012,1,25,5,416876.0
2012,1,25,6,441087.0
2012,1,25,7,491877.0
2012,1,25,8,592642.0
2012,1,25,9,639988.0
2012,1,25,10,753067.0
2012,1,25,11,8448.0
2012,1,25,12,857108.0
2012,1,25,13,891572.0
2012,1,25,14,920154.0
2012,1,25,15,910345.0
2012,1,25,16,919318.0
2012,1,25,17,912993.0
2012,1,25,18,938965.0
2012,1,25,19,1024348.0
2012,1,25,20,1019209.0
2012,1,25,21,961835.0
2012,1,25,22,925831.0
2012,1,25,23,847335.0
2012,1,26,00,698417.0
2012,1,26,1,540255.0
2012,1,26,2,4548.0
2012,1,26,3,433208.0
2012,1,26,4,413369.0
2012,1,26,5,399623.0
2012,1,26,6,421875.0
2012,1,26,7,493692.0
2012,1,26,8,5967.0
2012,1,26,9,633959.0
2012,1,26,10,757776.0
2012,1,26,11,8574.0
2012,1,26,12,866661.0
2012,1,26,13,903836.0
2012,1,26,14,930606.0
2012,1,26,15,931278.0
2012,1,26,16,930276.0
2012,1,26,17,932148.0
2012,1,26,18,958450.0
2012,1,26,19,1033359.0
2012,1,26,20,1021278.0
2012,1,26,21,962119.0
2012,1,26,22,937065.0
2012,1,26,23,848770.0
2012,1,27,00,705393.0
2012,1,27,1,542539.0
2012,1,27,2,451075.0
2012,1,27,3,430127.0
2012,1,27,4,402246.0
2012,1,27,5,392903.0
2012,1,27,6,416570.0
2012,1,27,7,493857.0
2012,1,27,8,588179.0
2012,1,27,9,640280.0
2012,1,27,10,760406.0
2012,1,27,11,852018.0
2012,1,27,12,866505.0
2012,1,27,13,893050.0
2012,1,27,14,912904.0
2012,1,27,15,906765.0
2012,1,27,16,920860.0
2012,1,27,17,925899.0
2012,1,27,18,944171.0
2012,1,27,19,1019069.0
2012,1,27,20,1019337.0
2012,1,27,21,967625.0
2012,1,27,22,9353.0
2012,1,27,23,869326.0
2012,1,28,00,748602.0
2012,1,28,1,563718.0
2012,1,28,2,471190.0
2012,1,28,3,448394.0
2012,1,28,4,413325.0
